customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00192,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,93.69,4778.19,No
C00193,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),74.88,1872.0,No
C00194,Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.45,6012.85,No
C00195,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.3,439.8,No
C00196,Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),37.57,563.55,No
C00197,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),105.2,2840.4,Yes
C00198,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),102.08,2756.16,Yes
C00199,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),29.88,298.8,No
C00200,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,57.74,750.62,No
C00201,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.16,4768.96,No
C00202,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,100.56,6838.08,No
C00203,Male,0,No,Yes,36,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,1110.6,No
C00204,Female,0,Yes,No,11,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,39.18,430.98,No
C00205,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.34,1893.82,No
C00206,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,59.74,776.62,Yes
C00207,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,91.51,5490.6,Yes
C00208,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.57,572.85,No
C00209,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,92.47,2866.57,No
C00210,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),108.83,4353.2,No
C00211,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.59,1293.39,Yes
C00212,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,110.89,110.89,Yes
C00213,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,76.55,1607.55,No
C00214,Female,0,No,Yes,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.09,1145.13,No
C00215,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,110.45,2761.25,No
C00216,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),114.29,3885.86,No
C00217,Female,0,No,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.96,1272.96,No
C00218,Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,27.25,899.25,No
C00219,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.89,1816.92,No
C00220,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,89.01,4361.49,No
C00221,Female,0,Yes,Yes,49,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.99,1273.51,No
C00222,Female,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.2,1234.2,No
C00223,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,93.75,2718.75,No
C00224,Male,0,No,Yes,19,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,21.31,404.89,No
C00225,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.41,5769.06,No
C00226,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),60.87,3104.37,Yes
C00227,Female,1,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),27.47,82.41,Yes
C00228,Female,0,No,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,23.12,1271.6,No
C00229,Female,0,No,No,65,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.62,5760.3,No
C00230,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.29,4124.88,No
C00231,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,56.96,455.68,No
C00232,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.12,4973.52,No
C00233,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,70.52,987.28,No
C00234,Female,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),34.72,243.04,No
C00235,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,90.81,1725.39,No
C00236,Female,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.73,4405.31,No
C00237,Female,0,No,Yes,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.32,6118.44,No
C00238,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.17,3958.46,No
C00239,Male,1,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.0,1392.0,No
C00240,Female,1,No,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,34.83,487.62,No
C00241,Male,0,Yes,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,36.7,807.4,No
C00242,Male,0,Yes,Yes,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.37,753.69,No
C00243,Male,0,No,Yes,41,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,25.48,1044.68,No
C00244,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.0,3051.0,No
C00245,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.32,1131.84,No
C00246,Male,0,No,Yes,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),28.38,482.46,No
C00247,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.77,4785.28,No
C00248,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.22,4887.66,No
C00249,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,80.6,3224.0,No
C00250,Female,0,No,No,54,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,29.52,1594.08,No
C00251,Male,1,No,No,69,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),29.68,2047.92,No
C00252,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),116.87,7245.94,Yes
C00253,Male,0,No,No,66,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,57.46,3792.36,Yes
C00254,Female,0,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),33.77,2059.97,No
C00255,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,55.44,166.32,Yes
C00256,Female,1,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),75.27,903.24,Yes
C00257,Male,1,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),105.3,6423.3,No
C00258,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,87.93,1055.16,No
C00259,Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,35.18,738.78,No
C00260,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.48,4858.56,No
C00261,Female,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,21.03,546.78,No
C00262,Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.77,1836.32,Yes
C00263,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.38,366.66,No
C00264,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.07,2787.36,No
C00265,Male,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,29.1,1134.9,No
C00266,Male,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,31.93,447.02,No
C00267,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),98.74,296.22,No
C00268,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,72.07,2810.73,No
C00269,Female,0,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),34.76,869.0,No
C00270,Female,0,No,Yes,66,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.49,1352.34,No
C00271,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,87.03,1131.39,No
C00272,Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),50.66,1975.74,Yes
C00273,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,83.59,5182.58,No
C00274,Female,1,No,Yes,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),56.42,564.2,Yes
C00275,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,66.71,4336.15,Yes
C00276,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,109.7,3291.0,No
C00277,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,51.25,2460.0,No
C00278,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,77.41,3793.09,Yes
C00279,Female,1,No,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),105.04,3886.48,Yes
C00280,Female,0,No,Yes,56,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,111.89,6265.84,No
C00281,Male,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.03,2550.75,Yes
C00282,Female,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.14,4166.82,No
C00283,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.43,3729.51,Yes
C00284,Male,0,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),36.02,216.12,No
C00285,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,114.94,1034.46,No
C00286,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.08,3607.8,No
C00287,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),82.44,2638.08,No
C00288,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,90.61,6161.48,Yes
C00289,Female,1,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69.11,4630.37,No
C00290,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),106.67,4480.14,No
C00291,Female,0,No,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,25.63,1512.17,No
C00292,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.41,267.05,No
C00293,Female,1,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),97.83,4695.84,Yes
C00294,Female,1,No,Yes,40,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,37.66,1506.4,No
C00295,Male,1,No,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.35,4981.45,No
C00296,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,111.5,3679.5,No
C00297,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,110.71,6531.89,No
C00298,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.61,5173.33,No
C00299,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),111.71,781.97,No
C00300,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.81,3342.11,Yes
C00301,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,113.61,3408.3,Yes
C00302,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,50.45,605.4,No
C00303,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,22.32,379.44,No
C00304,Female,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.99,2064.65,No
C00305,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),77.45,4879.35,Yes
C00306,Male,0,No,Yes,22,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.74,852.28,No
C00307,Male,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),99.57,6372.48,Yes
C00308,Female,0,Yes,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.05,3513.25,Yes
C00309,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,118.14,1653.96,No
C00310,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,103.08,5360.16,Yes
C00311,Female,0,No,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.44,164.64,No
C00312,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.13,1589.38,No
C00313,Male,1,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,109.79,1427.27,No
C00314,Female,0,Yes,No,32,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.65,692.8,No
C00315,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.76,2990.52,No
C00316,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,113.67,2387.07,No
C00317,Female,1,Yes,Yes,19,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.48,484.12,No
C00318,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,66.1,2511.8,No
C00319,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,100.04,2501.0,No
C00320,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,117.77,3179.79,Yes
C00321,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,60.76,3220.28,No
C00322,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),93.84,6662.64,Yes
C00323,Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),39.35,2361.0,Yes
C00324,Male,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),22.5,1597.5,No
C00325,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,65.79,2500.02,Yes
C00326,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,105.83,211.66,Yes
C00327,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.52,5941.44,No
C00328,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.42,2675.96,No
C00329,Female,1,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.79,852.39,No
C00330,Male,0,No,Yes,17,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),22.06,375.02,No
C00331,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),93.27,5036.58,No
C00332,Female,0,Yes,No,32,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,38.82,1242.24,Yes
C00333,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.32,1569.6,Yes
C00334,Male,0,Yes,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,39.55,2610.3,No
C00335,Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.0,360.0,Yes
C00336,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.45,6066.45,Yes
C00337,Male,1,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.92,2269.44,No
C00338,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,104.84,6500.08,No
C00339,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.82,367.28,No
C00340,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,61.48,2520.68,No
C00341,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.94,299.28,Yes
C00342,Female,1,Yes,Yes,19,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,118.31,2247.89,No
C00343,Male,0,No,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,33.17,1758.01,No
C00344,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.73,1723.14,No
C00345,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,33.01,1947.59,Yes
C00346,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.61,1112.94,No
C00347,Female,0,No,Yes,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.11,2452.41,No
C00348,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,85.34,1706.8,No
C00349,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,20.59,741.24,No
C00350,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,105.51,3587.34,No
C00351,Male,1,No,Yes,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),113.87,6604.46,No
C00352,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,108.52,4340.8,No
C00353,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),66.63,2798.46,No
C00354,Male,0,No,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,21.38,1475.22,No
C00355,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.04,1204.56,No
C00356,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),95.65,6695.5,No
C00357,Female,0,Yes,No,35,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,33.13,1159.55,No
C00358,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.77,4355.12,No
C00359,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.14,551.4,Yes
C00360,Male,0,No,Yes,10,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,33.39,333.9,Yes
C00361,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.2,745.6,No
C00362,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,52.57,1471.96,No
C00363,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.73,3875.01,No
C00364,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.41,386.46,Yes
C00365,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,58.61,117.22,No
C00366,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),22.44,22.44,No
C00367,Male,1,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),57.23,3948.87,No
C00368,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),119.06,2381.2,No
C00369,Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.46,1973.0,No
C00370,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.22,3621.46,No
C00371,Male,0,No,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.87,1029.15,No
C00372,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,117.89,943.12,Yes
C00373,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),117.43,587.15,No
C00374,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),97.83,4206.69,No
C00375,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.52,884.16,No
C00376,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.31,5258.26,No
C00377,Female,1,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,27.88,390.32,No
C00378,Male,0,Yes,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,39.99,2639.34,Yes
C00379,Female,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,119.53,4900.73,No
C00380,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,101.69,3152.39,No
C00381,Female,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.35,133.4,No
C00382,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,80.49,1851.27,No
C00383,Male,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,95.44,5153.76,No
C00384,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,89.44,6350.24,No
C00385,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.63,2198.79,No
C00386,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),92.24,1014.64,No
